text;created;language;id
"Amanhã é dia de fazer aquele som nono aniversário do meu irmão

Vem curtir com a…";15/03/2019 18:18;pt;134
"Nação Azul
Abra a sua conta e ajude nosso Cruzeiro a ser cada vez mais forte 
já abri a minha conta faça a su…";15/03/2019 17:31;pt;135
Técnico Mano Menezes garante força máxima para o jogo contra oO time de deve ser Fábio Edílson Dedé…;15/03/2019 17:03;pt;136
"E se os Jogadores do Cruzeiro fossem os Vingadores
Compartilhe com seus amigos 








…";15/03/2019 16:54;pt;137
O Cruzeiro anunciou a contratação da meia Micaelly deanos Ela tem passagens pelas Seleções Brasileiras Sub…;15/03/2019 16:44;pt;138
Tráfego intenso na Avenida do Estado sentido Santana na altura da Avenida Cruzeiro do Sul;15/03/2019 16:42;pt;139
"Fábio defendepênaltis
Mídia Nacional Grande Goleiro

Diego Alves defendepênalti
Mídia Nacional Mito Melhor do Brasi…";15/03/2019 16:14;pt;140
"Felicidade de quem joga no Maior de Minas <U+0001F601><U+0001F499>
 e Orejuela <U+0001F499><U+0001F43A>
Cruzeiro
NasBatalhasComOCruzeiro…";15/03/2019 15:47;pt;141
"<U+0001F6A8><U+0001F98A> SemanaDoCliente com OFF nos produtos doCabuloso para NÃO SÓCIOS

<U+0001F98A> Produto Oficial
cruzeiro cruzeiraoc…";15/03/2019 15:35;pt;142
"<U+0001F6A8><U+0001F98A> SemanaDoCliente com OFF nos produtos doCabuloso para NÃO SÓCIOS

<U+0001F98A> Produto Oficial
cruzeiro…";15/03/2019 15:21;pt;143
<U+26BD><U+FE0F> Cruzeiro Para jogar amanhã em Juiz de Fora será escalado asssim Fábio Edílson Dedé Léo e Egídio Henrique e…;15/03/2019 15:02;pt;144
A CBF divulgou a tabela detalhada com as datas das duas primeiras rodadas do brasileirãoafeminino ascabulosas estreia…;15/03/2019 14:43;pt;145
Imaginem só como foi esse papo kkkk mais um que vai dar o que falar Sábado h notem…;15/03/2019 14:25;pt;146
Cruzeiro cobra segurança a Conmebol em relação a seu jogo na Venezuela gt;15/03/2019 14:15;pt;147
"Pensa num trem LINDO 
 Cruzeiro OManto";15/03/2019 14:12;pt;148
Thiago Neves Patrick Brey e Ariel Cabral também não participaram do jogo treino Os três atletas que estão fazendo traba…;15/03/2019 13:29;pt;149
"Olha aí o Rodriguinho nos braços da torcida do
Cruzeiro

Foto";15/03/2019 13:29;pt;150
"confirma lateralesquerdo Dodô e apresentação do atleta será hoje à tarde na Toca da Raposa 
cruzeiro 

Via…";15/03/2019 13:29;pt;151
"Boom diaaa Sexxxtouuu <U+0001F31E><U+0001F98A>

Ahhh ser Cruzeiro é bom demais<U+0001F499>





NasBatalhasComOCruzeiro…";15/03/2019 13:28;pt;152
"Copa LibertadoresFecha 

G
Inter 
River 
Palestino 
AlianzaLima

G
Cruzeiro PJ 
Emelec …";15/03/2019 13:27;pt;153
Técnico Mano Menezes garante força máxima para o jogo contra osábado O time de deve ser Fábio E…;15/03/2019 13:25;pt;154
Técnico Mano Menezes garante força máxima para o jogo contra oO time de deve ser Fábio Edílson…;15/03/2019 13:19;pt;155
Fique por dentro das notícias e informações do Cruzeirão Cabuloso Baixe agora mesmo o aplicativo Informa Cruzeiro…;15/03/2019 13:17;pt;156
"Todas as alternativas <U+2714> 

Cruzeiro 
Fábio 
MelhorGoleiroDoBrasil";15/03/2019 13:00;pt;157
Mano Menezes no BemAmigos já cortou deo Bob FariaPoxa tanta coisa para você me perguntarvocê me pergunta s…;15/03/2019 12:58;pt;158
<U+26BD><U+FE0F> Cruzeiro Técnico Mano Menezes confirma o time principal para o jogo contra o Tupi amanhã em Juiz de Fora Você…;15/03/2019 12:40;pt;159
"Restauração Camisa Cruzeiro 

estampafc 
cruzeirocabuloso 
cruzeiro 
camisasdefutebol";15/03/2019 12:20;pt;160
"NAÇÃO AZUL Já baixou o aplicativoCruzeiro 

Nós já abrimos a conta faça a sua também <U+0001F98A> 

Apple…";15/03/2019 12:14;pt;161
"Bom dia nação azul <U+0001F499><U+0001F601><U+0001F43A>
Cruzeiro 
RaposaSegueRaposa 
NasBatalhasComOCruzeiro";15/03/2019 11:08;pt;162
A CBF divulgou a tabela detalhada com as datas das duas primeiras rodadas do brasileirãoafeminino ascabulosas e…;15/03/2019 11:02;pt;163
Lomba não é nem o melhor goleiro do Inter é o Danilo que foi atrapalhado pelas lesões mas concordo em não citar o Fábio…;15/03/2019 10:50;pt;164
"Nação Azul
Abra a sua conta e ajude nosso Cruzeiro a ser cada vez mais forte 
já abri a minha conta faça a sua ta…";15/03/2019 09:50;pt;165
"É hoje

Juntos iniciamos a batalha por mais uma Libertadores

Vamos Cruzeiro <U+0001F44A><U+0001F3FC><U+0001F4AA><U+0001F3FC> 

DigimaisCruzeiro AContaDoCru…";15/03/2019 04:11;pt;166
"Estreia com vitória <U+0001F64C> A raposa deu pé quente

Ótimo resultado para iniciar a busca do Tri <U+0001F3C6>

DigimaisCruzeiro ACo…";15/03/2019 04:11;pt;167
Cartão da Raposa Esse é o nome do cartão que está esperando por você Basta abrir a sua conta que logo logo tem um ca…;15/03/2019 04:10;pt;168
Ontem foi lindo de ver a estreia do Cruzeiro na Libertadores com o novo manto celeste <U+0001F499> Tudo indica que chegamos para…;15/03/2019 04:10;pt;169
"Cruzeiro se reúne com empresários e oferece Sassá e Digão ao Fluminense por Everaldo

Extra";15/03/2019 02:56;pt;170
Só aprendemos e evoluímos tentando Jornalismo TVHorizonte HorizonteEsporte BeloHorizonte MG Esporte Futebol…;15/03/2019 02:20;pt;171
Cruzeiro entra em campo contra o Tombense pelo campeonato mineiro;15/03/2019 01:54;pt;172
Cruzeiro vence o Tombense e busca a liderança do campeonato mineiro;15/03/2019 01:54;pt;173
Pode ir na fé não passa nada<U+0001F535><U+26AA><U+FE0F><U+0001F98A> cruzeiro;15/03/2019 01:52;pt;174
"Oôo saudades da minha casa <U+0001F615><U+0001F98A><U+0001F499>Mineirão Casa Cruzeiro 
logo logo to de volta me aguarde gigante da pampulha";15/03/2019 00:56;pt;175
"Quando se rega um sonho com féDeus abençoa na colheita <U+26BD><U+0001F64C><U+0001F3FB><U+0001F945><U+0001F64F><U+0001F3FB>
focoforcaefe cruzeirofeminino cruzeiro…";15/03/2019 00:38;pt;176
"ATENÇÃO NAÇÃO AZUL 
De acordo com regras determinadas pelao Cruzeiro e seus torcedores não po…";15/03/2019 00:28;pt;177
"Já baixou o aplicativo da conta do Cruzeiro no seu celular Espia só o que espera por você

<U+0001F4B3> Solicite cartão de créd…";15/03/2019 00:01;pt;178
Pessoal sem clubismo Nesse ano o Arrascaeta entregou dois gols para adversários e o Ro…;14/03/2019 23:53;pt;179
Cruzeiro hoje Marlon Róbson Rômulo Luiz Gustavo Jonathan Monteiro Alysson Edu Gianluca e Matheus Perei…;14/03/2019 23:49;pt;180
Boa noite galera do expediente O time que pra mim mostrou estar mais encaixado é o cruzeiro e tem um dos melhore…;14/03/2019 23:08;pt;181
"TBT foto de um ano atrás
Mas sempre com o manto celeste <U+0001F43A><U+0001F499>
RaposaSegueRaposaSDV 
Cruzeiro 
NasBatalhasComOCruzeiro ht…";14/03/2019 23:05;pt;182
MSC Cruzeiros assina encomenda de quatro navios de luxoLeia;14/03/2019 22:59;pt;183
HojeEmDia Cruzeiro informa como pedir reembolso de valor do ingresso do jogo contra o Deportivo Lara gt;14/03/2019 22:41;pt;184
"Amanhã é dia de fazer aquele som nono aniversário do meu irmão

Vem curtir c…";14/03/2019 22:39;pt;185
Nada melhor que aquele tbt de início de viagens Daquele tempo que o kuspett investia em gado viagem cruzeiro…;14/03/2019 22:31;pt;186
Já que não tem jogo vamos de TBThursday desse lugar foda A camisa não era a da sorte mas tem tudo a ver com o lu…;14/03/2019 22:28;pt;187
<U+26BD><U+FE0F> Cruzeiro Conmebol deve se posicionar na noite de hoje sobre o que vai fazer Jogo amanhã dificilmente deve acontece…;14/03/2019 22:23;pt;188
"TBT foto de um ano atrás
Mas sempre com o manto celeste <U+0001F43A><U+0001F499>
RaposaSegueRaposaSDV 
Cruzeiro…";14/03/2019 22:15;pt;189
"Fábio defendepênaltis
Mídia Nacional Grande Goleiro

Diego Alves defendepênalti
Mídia Nacional Mito Melho…";14/03/2019 22:09;pt;190
"Cruzeiro
Atletico
O sistema do meu celular atualizou e veio assim agora
<U+0001F602><U+0001F602><U+0001F602>";14/03/2019 22:07;pt;191
"ATENÇÃO NAÇÃO AZUL

INFORMAÇÃO IMPORTANTE SOBRE OS INGRESSOS DO JOGO CRUZEIRO X DEPORTIVO LARA PELA LIBERTADORE…";14/03/2019 21:50;pt;192
"Hoje é aniversário de mais um cara que nunca vai ser lembrado entre nossos melhores defensores nem entre os piores

L…";14/03/2019 21:16;pt;193
"Promoção Relâmpago
Cruzeiro de Expedição Australis pela Patagônia
Nossa equipe já viajou e se apaixonou pelo…";14/03/2019 21:06;pt;194
Promoção Relâmpago Cruzeiro de Expedição Australis pela Patagônia Nossa equipe já viajou e se apaixonou pelo…;14/03/2019 21:01;pt;195
POTÊNCIA QUEM PRECISA DE POTÊNCIA;14/03/2019 21:00;pt;196
"Cruzeiro <U+0001F6A8><U+0001F6A8><U+0001F6A8>ATENÇÃO TORCEDOR Sobre os ingressos entre cruzeiro x Deportivo LaraVEN <U+0001F447>

Via";14/03/2019 20:25;pt;197
<U+0001F6A8><U+0001F6A8><U+0001F6A8>ATENÇÃO TORCEDOR DOSobre os ingressos entre cruzeiro x Deportivo LaraVEN <U+0001F447>;14/03/2019 20:20;pt;198
Cruzeiro pede garantias para jogar na Venezuela e marca reunião para discutir prejuízos;14/03/2019 19:55;pt;199
Luis Orejuela agradeceu ao Cruzeiro e a toda Nação Azul pela oportunidade de mostrar seu futebol O lateral direit…;14/03/2019 19:53;pt;200
Não perca tempo e organize antecipadamente seu fim de ano essa é a perfeita opção para você num dos eventos mais…;14/03/2019 19:17;pt;201
Hoje a equipeganhou um grande reforço Raposão e Raposinho mostrando para os torcedores do …;14/03/2019 19:13;pt;202
<U+26BD><U+FE0F> Cruzeiro segue negociando para ter o atacante Everaldo que está no Fluminense e pertence ao Velo ClubeSP Clube nã…;14/03/2019 17:49;pt;203
QUEM MAIS JÁ CAIUDEIXE NOS COMENTARIOS RaposaSegueRaposaRaposaSegueRaposaSDV CRUZEIRO;14/03/2019 16:44;pt;204
"Após adiamento na Libertadores Cruzeiro volta aos treinos e foca no Estadual
Leia mais em";14/03/2019 16:26;pt;205
"Benjaaaaaaaa
Sormani tem que mudar pra Europapq la ele vai encontrar o futebol que ele Imagina
Nem Mano MenezesN…";14/03/2019 16:18;pt;206
Mineirão marca reembolso de ingressos para jogo adiado do Cruzeiro SuperFC Mineirao Cruzeiro Reembolso…;14/03/2019 15:59;pt;207
Possibilidade da recuperação plena de Thiago Neves e Raniel mas o duelo pela Libertadores vai conflitar com as quarta…;14/03/2019 15:22;pt;208
Grande reforço para a equipe Digi CruzeiroRaposão e Raposinho mostrando para os torcedores doque…;14/03/2019 15:21;pt;209
Adiamento na Libertadores vantagens e desvantagens para o Cruzeiro SuperFC Cruzeiro Vantagens Desvantagens ProseC…;14/03/2019 15:16;pt;210
eu vou fazer um CRUZEIRO est mes e tao pedino as vacina eu nao tOMO EU SOU ANTIVACINA<U+0001F637><U+0001F637><U+0001F637><U+0001F92C><U+0001F92C>;14/03/2019 15:12;pt;211
Possibilidade da recuperação plena de Thiago Neves e Raniel mas o duelo pela Libertadores vai conflitar com as q…;14/03/2019 15:07;pt;212
Espia só quem entrou no jogo para dar aquele reforço na nossa equipeRaposão e Raposinho mostra…;14/03/2019 15:05;pt;213
Agora sim tudo definido nessa novela sulamericana Nunca falei tanto espanhol como nesses dias Agradecido pelos amigo…;14/03/2019 14:55;pt;214
"O Cruzeiro é Gigante demais
Federação 
Imprensa 
Até msm dirigentes tentou

Não seráfrangas q conseg…";14/03/2019 14:52;pt;215
Adiamento na Libertadores vantagens e desvantagens para o Cruzeiro SuperFC Cruzeiro Vantagens Desvantagens…;14/03/2019 14:42;pt;216
Hoje a equipeganhou um grande reforço Raposão e Raposinho mostrando para os torcedores do…;14/03/2019 14:40;pt;217
<U+26BD><U+FE0F> Cruzeiro segue negociando para ter o atacante Everaldo que está no Fluminense e pertence ao Velo ClubeSP Clu…;14/03/2019 14:32;pt;218
Orejuela é convocado pela Colômbia e desfalca Cruzeiro no Mineiro e Liberta Cruzeiro Convocado Colombia…;14/03/2019 14:20;pt;219
Bem jogado eles recepção a equipe técnica dos Companheiros o calor do Brasil do latim ah fato de que…;14/03/2019 14:16;pt;220
Hoje é aniversário de um dos grandes ídolos eternos da nossa vitoriosa história que marcou época no Cruzeiro entre os anos…;14/03/2019 14:13;pt;221
E vamos de tbt das férias que não saem da cabeçae o foco agora é na próxima ilifeglobal rendaresidual…;14/03/2019 14:01;pt;222
<U+26BD><U+FE0F> Cruzeiro de volta aos treinos aqui na Toca II Apenas Thiago Neves e Raniel fazem trabalho interno Via …;14/03/2019 13:58;pt;223
<U+26BD><U+FE0F> Cruzeiro de volta aos treinos aqui na Toca II Apenas Thiago Neves e Raniel fazem trabalho interno Via;14/03/2019 13:46;pt;224
<U+26BD><U+FE0F> Cruzeiro informação que o repórtertrouxe agora Partida será adiada Não terá WO Uma nova data s…;14/03/2019 13:17;pt;225
Por conta da crise na Venezuela que ficou seis dias sem energia elétrica DeportivoLara não conseguiu embarcar p…;14/03/2019 12:35;pt;226
"Em caso de WO meu palpite pro jogo é

CruzeiroXeles

MitoDosPalpites";14/03/2019 12:34;pt;227
"A rua de fogo pode existir sim nao pode ser no entorno do Mineirão somente
Se for por exemplo na or…";14/03/2019 12:28;pt;228
"Bom Dia 

 você não serve pra comandar nem futebol de várzea

 que no sirve para comandar ni…";14/03/2019 12:15;pt;229
"Um dos heróis dos anostroca idade hoje
Polivalente guerreiro autor de gol de título nacional

Esse é CLEISSON…";14/03/2019 12:14;pt;230
Lomba não é nem o melhor goleiro do Inter é o Danilo que foi atrapalhado pelas lesões mas concordo em não citar…;14/03/2019 11:42;pt;231
Estava tao empolgado com ojogo do cruzeiro no mineirão pela libertadores e agora só dia;14/03/2019 11:34;pt;232
"Meu SONHO é GRANDE <U+0001F340> Ver os Chinelos nas Lojas Oficiais de vários Times do <U+0001F1E7><U+0001F1F7> Além de Lindos MASSAGEIAM os <U+0001F463>
Que…";14/03/2019 10:56;pt;233
Hoje é aniversário de mais um cara que nunca vai ser lembrado entre nossos melhores defensores nem entre os piores…;14/03/2019 10:22;pt;234
<U+26BD><U+FE0F> Cruzeiro Conmebol oficializou jogo será no diaàs h no Mineirão;14/03/2019 09:41;pt;235
Na QuintaDetremuraSDV com Cruzeiro e AthleticoParanaense em campo pela Libertadores promocao de casa de…;14/03/2019 08:58;pt;236
Me ferrei no adiamento do jogo trabalho a partir das hs Jogo asestava agarrado Sorte de pobre…;14/03/2019 05:01;pt;237
"O manto doé perfeito <U+0001F60D><U+0001F499><U+0001F98A>
Cruzeiro cec br brasil minas mantosagrado azulebranco raposa";14/03/2019 04:19;pt;238
Orejuela no cruzeiro joga muito;14/03/2019 04:17;pt;239
"Quem disse que minas não tem mar

Isso é Bloco Raposão 
Piscininhaamor RedutosCelestes CRUZEIRO NasBata…";14/03/2019 04:02;pt;240
Hoje foi o dia do nosso presidente Wagner Pires receber Ismael Nascimento na Sede Administrativa para um café que celebra a…;14/03/2019 03:53;pt;241
"Falaí Nação Azul

Para quem estava pedindo parcial esse GIF diz tudo

Amanhã tem Cruzeiro e tem

VVVVV…";14/03/2019 03:44;pt;242
O jogo do Cruzeiro cabuloso foi adiada de novoCruzeiro LibertadoresNoSporTV;14/03/2019 03:38;pt;243
<U+26BD><U+FE0F> Cruzeiro Conmebol deve oficializar o diacomo nova data para o duelo contra o Deportivo Lara Aí será a últim…;14/03/2019 03:35;pt;244
Libertadores Conmebol oficializa jogo entre Cruzeiro e Deportivo Lara para diacom novo horário Cruzeiro…;14/03/2019 02:55;pt;245
De Arrascaeta deixou de ser ídolo e titular do Cruzeiro para fazer uma traição sem tamanho e entrar no jogo do…;14/03/2019 02:13;pt;246
Imaginam aquelas pessoas que saíram da roça tipo Tocantins Lafaete Governador Valadares e estavam programando um…;14/03/2019 02:11;pt;247
Atenção Não teremos adversário alemão na final do MundialCruzeiro;14/03/2019 01:57;pt;248
Pô só diaÉ isso mesmo genteAfff <U+0001F641><U+0001F937><U+200D><U+2640><U+FE0F> Tristinha Cruzeiro LIBERTADORES CONMEBOLLibertadores Conmebol…;14/03/2019 00:29;pt;249
Em um amanhã incerto será dia de Cruzeiro <U+0001F64C><U+0001F3FC>;14/03/2019 00:23;pt;250
…;14/03/2019 00:20;pt;251
"Cruzeiro x Deportivo Lara novamente adiado
Iria ser quinta Não vai mais

Jogo remarcado para diade Março no…";14/03/2019 00:00;pt;252
Agora sim tudo definido nessa novela sulamericana Nunca falei tanto espanhol como nesses dias Agradecido pelos…;13/03/2019 23:43;pt;253
"Vamos Sada Cruzeiro <U+0001F4AA><U+0001F3FB><U+0001F98A><U+0001F499><U+0001F44A><U+0001F3FB>
Superliga SadaCruzeiro Cruzeiro";13/03/2019 23:06;pt;254
Desanimei com esse jogo contra oVou pedir minha grana de volta Cruzeiro DeportivoLara;13/03/2019 22:54;pt;255
RádioInformação segundo o nosso repórteré que o jogo entre Cruzeiro e DeportivoLara será novamen…;13/03/2019 22:11;pt;256
Jogo entre Cruzeiro e Deportivo Lara pela Copa Libertadores é adiado para quintafeira;13/03/2019 21:49;pt;257
"ATENÇÃO NAÇÃO AZUL 
De acordo com regras determinadas pelao Cruzeiro e seus torcedores não poderão…";13/03/2019 21:48;pt;258
<U+26BD><U+FE0F> Cruzeiro Conmebol deve oficializar o diacomo nova data para o duelo contra o Deportivo Lara Aí será a…;13/03/2019 21:46;pt;259
Este timeco doai está achando quee Campeonato Rural copa daque nao…;13/03/2019 21:26;pt;260
RádioInformação segundo o nosso repórteré que o jogo entre Cruzeiro e DeportivoLara será nov…;13/03/2019 21:24;pt;261
<U+26BD><U+FE0F> Cruzeiro informação que o repórtertrouxe agora Partida será adiada Não ter…;13/03/2019 21:22;pt;262
